Depth;depth;force;Force
0,0;;;8,267833638764387
0,5;;;6,327215884664838
1,0;;;-1,0367605770670707
1,5;;;6,61974583366009
2,0;;;-2,3353906395932427
2,5;;;-7,558526536339741
3,0;;;-4,389126911170024
3,5;;;-3,388272999415676
4,0;;;0,029198265964623715
4,5;;;-1,0541529439224178
5,0;;;-0,12967349044174625
5,5;;;-3,5205408761275976
6,0;;;-13,688633900912464
6,5;;;-10,546867162536728
7,0;;;-7,350297125497491
7,5;;;-12,812359217476114
8,0;;;-10,22073550753612
8,5;;;-0,5167073343300217
9,0;;;3,030476632908176
9,5;;;-6,253826488190498
10,0;;;-1,9994602936121737
10,5;;;8,89967578298456
11,0;;;-8,602520702931542
11,5;;;-9,134034656560289
12,0;;;1,226823768192844
12,5;;;-10,935490764491988
13,0;;;-4,125516107827025
13,5;;;5,574942335639207
14,0;;;0,7182312364648169
14,5;;;-2,642011626583553
15,0;;;2,0925771432594047
15,5;;;-2,3105904127005488
16,0;;;-0,5858473608768691
16,5;;;2,839289429269229
17,0;;;-7,892896028947689
17,5;;;-5,403855075706815
18,0;;;4,764237949118069
18,5;;;0,4514698215161843
19,0;;;5,916321216369397
19,5;;;9,127574837584689
20,0;;;2,14593520714061
20,5;;;6,044831482978225
21,0;;;15,587715990786819
21,5;;;-1,850658932215083
22,0;;;-7,785067070424702
22,5;;;1,7581498412073415
23,0;;;-6,667727244509479
23,5;;;-5,700894156823779
24,0;;;11,65419189228578
24,5;;;7,224157423865108
25,0;;;2,3287429402553244
25,5;;;24,65458355613555
26,0;;;11,852593707370943
26,5;;;7,742519741898832
27,0;;;16,553017129699583
27,5;;;13,957005687298988
28,0;;;9,036077030800698
28,5;;;7,532093574374812
29,0;;;8,620413088196983
29,5;;;1,4703169048589189
30,0;;;4,6904009099562245
30,5;;;13,159678392723436
31,0;;;15,665440711149131
31,5;;;-1,3897880492231707
32,0;;;8,75739655916459
32,5;;;18,216267511097612
33,0;;;-1,2129388122202727
33,5;;;12,18190900787522
34,0;;;-13,772804367926256
34,5;;;11,433244416320122
35,0;;;18,86579726295804
35,5;;;-4,981499696546052
36,0;;;8,292633865708922
36,5;;;15,89213196253695
37,0;;;-9,029197333728916
37,5;;;1,2245692021006107
38,0;;;3,539257045168597
38,5;;;1,8504796902552698
39,0;;;-0,85097359592055
39,5;;;-12,32979949129367
40,0;;;8,193432958101766
40,5;;;20,376934631062795
41,0;;;-7,765513045420448
41,5;;;-4,006024105549841
42,0;;;12,911676123892903
42,5;;;-11,461874134992286
43,0;;;-1,0053845324000577
43,5;;;13,05653199452263
44,0;;;-8,18298353145019
44,5;;;-6,819346813506854
45,0;;;10,42545337822412
45,5;;;-0,5364203352755794
46,0;;;3,4841393198803416
46,5;;;12,523096583910956
47,0;;;8,414380434067425
47,5;;;11,331615514483929
48,0;;;14,368689453624029
48,5;;;11,95480070303438
49,0;;;7,556893801234764
49,5;;;13,284243168764078
50,0;;;11,438129309479336
50,5;;;5,719610325828398
51,0;;;8,311234035860252
51,5;;;9,142605278159863
52,0;;;6,532294683974214
52,5;;;8,123541409599966
53,0;;;10,301452243768836
53,5;;;-0,9750201520428163
54,0;;;-8,422719058049552
54,5;;;4,035261582970634
55,0;;;0,0229391611273968
55,5;;;-16,424630360328592
56,0;;;-0,7819946098734363
56,5;;;-3,774447960981888
57,0;;;-12,815902107062357
57,5;;;-11,41227368124055
58,0;;;0,5740401736802596
58,5;;;7,458444415725353
59,0;;;-2,806219189526928
59,5;;;6,114723031493668
60,0;;;11,413820462408694
60,5;;;0,7595649479399071
61,0;;;5,581518153448087
61,5;;;9,392110591150413
62,0;;;-1,6206931919787166
62,5;;;-3,365539458101921
63,0;;;9,063507584769468
63,5;;;-7,525965399296183
64,0;;;-3,7332216098029676
64,5;;;11,069883516333903
65,0;;;-5,742227868347982
65,5;;;-5,324945262870642
66,0;;;10,804972001804344
66,5;;;4,380693314567907
67,0;;;8,926629409526868
67,5;;;-0,05076367763649614
68,0;;;-18,252627170635606
68,5;;;11,72746528985499
69,0;;;9,634100683781071
69,5;;;-10,722940102031316
70,0;;;12,695801421652504
70,5;;;4,405198300688426
71,0;;;-1,6229477580227467
71,5;;;-1,2531989208418963
72,0;;;0,9517667062818873
72,5;;;-0,5407560392841333
73,0;;;-7,4675923710910865
73,5;;;-4,843783285119571
74,0;;;10,51112688925241
74,5;;;-4,7646855918128495
75,0;;;-8,483592342232441
75,5;;;5,089271225745506
76,0;;;-13,027294517170048
76,5;;;-17,646336775437703
77,0;;;-2,13247969231179
77,5;;;-10,605139024320124
78,0;;;-12,196862677419631
78,5;;;-0,0785699927027963
79,0;;;2,542796646741408
79,5;;;2,8005108926263347
80,0;;;7,02782229424065
80,5;;;2,4879499911157836
81,0;;;0,06515859499359067
81,5;;;-0,025362233118357835
82,0;;;-2,8787410651220853
82,5;;;-7,004972754145456
83,0;;;4,262596996052707
83,5;;;3,0607398467636813
84,0;;;3,871993422613741
84,5;;;6,606218437113057
85,0;;;8,369289112395563
85,5;;;6,486726434884076
86,0;;;4,6594006262839684
86,5;;;6,469817189269634
87,0;;;5,4364744021659135
87,5;;;-0,08307912478630897
88,0;;;-1,864012900524358
88,5;;;8,550969562415958
89,0;;;6,218433071281652
89,5;;;1,0280750967785934
90,0;;;10,578763871652882
90,5;;;9,259842714384831
91,0;;;1,1907507108626305
91,5;;;-3,6138395863208643
92,0;;;0,653659913964475
92,5;;;5,763615606451822
93,0;;;9,334243394986515
93,5;;;-7,832022744803908
94,0;;;-6,281632803169487
94,5;;;9,144859844202983
95,0;;;-1,172786063906642
95,5;;;-0,3327723182765112
96,0;;;10,659928250588564
96,5;;;5,020911626008456
97,0;;;2,3852198205668174
97,5;;;-3,836931649442704
98,0;;;3,099847896944084
98,5;;;2,4300856855852544
99,0;;;-1,8179099146273074
99,5;;;1,075767840779008
100,0;;;1,3153154868223282
100,5;;;-1,4249217040069198
101,0;;;7,105980585064572
101,5;;;5,894339197122463
102,0;;;-4,026315200315366
102,5;;;-2,753612647654336
103,0;;;1,1501685213761448
103,5;;;-5,793895007703213
104,0;;;-2,7186668733320403
104,5;;;5,406037760134495
105,0;;;-3,5199049728926184
