4078089.0,-649645.0,376.0
4078099.0,-649227.0,376.0
4078111.0,-649037.0,376.0
4078123.0,-649493.0,376.0
4078134.0,-649581.0,376.0
4078146.0,-650058.0,376.0
4078157.0,-650644.0,376.0
4078170.0,-650037.0,376.0
4078181.0,-649887.0,376.0
4078192.0,-649370.0,376.0
4078204.0,-649034.0,376.0
4078216.0,-649228.0,376.0
4078227.0,-649712.0,376.0
4078240.0,-650076.0,376.0
4078251.0,-650282.0,376.0
4078262.0,-650680.0,376.0
4078274.0,-650360.0,376.0
4078285.0,-649932.0,376.0
4078297.0,-649346.0,375.0
4078309.0,-648681.0,375.0
4078320.0,-649114.0,375.0
4078332.0,-649469.0,375.0
4078344.0,-650426.0,375.0
4078355.0,-650700.0,375.0
4078367.0,-650187.0,375.0
4078379.0,-650278.0,375.0
4078390.0,-649897.0,375.0
4078402.0,-649544.0,375.0
4078413.0,-649343.0,375.0
4078425.0,-649601.0,375.0
4078437.0,-649555.0,375.0
4078448.0,-649545.0,376.0
4078459.0,-650089.0,376.0
4078472.0,-650023.0,376.0
4078483.0,-650276.0,376.0
4078495.0,-650411.0,376.0
4078507.0,-650243.0,376.0
4078518.0,-649999.0,376.0
4078530.0,-649207.0,376.0
4078541.0,-649166.0,376.0
4078553.0,-649058.0,376.0
4078565.0,-649347.0,376.0
4078576.0,-649948.0,376.0
4078587.0,-650376.0,376.0
4078600.0,-650660.0,375.0
4078611.0,-650606.0,375.0
4078623.0,-650448.0,375.0
4078635.0,-649569.0,375.0
4078646.0,-649127.0,375.0
4078658.0,-649239.0,375.0
4078669.0,-649088.0,375.0
4078682.0,-649661.0,375.0
4078693.0,-649930.0,375.0
4078704.0,-650221.0,375.0
4078715.0,-650413.0,375.0
4078728.0,-650199.0,375.0
4078739.0,-650110.0,375.0
4078750.0,-649555.0,375.0
4078763.0,-649176.0,375.0
4078774.0,-648935.0,375.0
4078786.0,-648973.0,375.0
4078797.0,-649386.0,375.0
4078809.0,-649967.0,375.0
4078821.0,-650891.0,375.0
4078832.0,-650822.0,375.0
4078843.0,-650758.0,375.0
4078856.0,-650120.0,375.0
4078867.0,-649037.0,375.0
4078878.0,-648885.0,375.0
4078891.0,-648664.0,375.0
4078902.0,-648775.0,375.0
4078913.0,-649476.0,375.0
4078925.0,-650681.0,375.0
4078937.0,-651214.0,375.0
4078949.0,-651248.0,375.0
4078960.0,-650922.0,375.0
4078971.0,-649551.0,375.0
