,force
0.0,-168.09194900336843
0.5,-167.08815593609532
1.0,-176.14849520258468
1.5,-178.9568115313969
2.0,-181.76512786020913
2.5,-182.70123330314664
3.0,-174.72390376883277
3.5,-177.5283310965383
4.0,-182.70123330314664
4.5,-173.21757925769725
5.0,-176.78323508679568
5.5,-187.16055413486643
6.0,-183.79486616739598
6.5,-190.22377664259164
7.0,-192.16964950317268
7.5,-194.01948930611834
8.0,-193.58278650886754
8.5,-192.95249381180474
9.0,-194.73532172635396
9.5,-193.76287013659993
10.0,-194.43818374059575
10.5,-198.11526631435336
11.0,-203.37118921719943
11.5,-204.09634739672833
12.0,-204.82150557625724
12.5,-205.15991272670408
13.0,-212.66264686709883
13.5,-210.61644664699074
14.0,-207.77562741951496
14.5,-215.61878887925727
15.0,-208.09527585873963
15.5,-202.80757033945156
16.0,-207.58034923569244
16.5,-218.29836399698004
17.0,-221.55697724079474
17.5,-220.5677553632075
18.0,-222.51772339474564
18.5,-222.51772339474564
19.0,-217.2930471451641
19.5,-217.2930471451641
20.0,-220.21040191442614
20.5,-223.40723262134284
21.0,-234.3086989205148
21.5,-236.28511673487583
22.0,-235.96675460727784
22.5,-235.64839247967984
23.0,-235.5422717704805
23.5,-239.92505706041402
24.0,-237.94413715535904
24.5,-233.37564062432705
25.0,-232.6451764093381
25.5,-234.08134334050237
26.0,-234.08134334050237
26.5,-238.29079813874387
27.0,-246.13524096276046
27.5,-247.70016768775395
28.0,-247.3129878881295
28.5,-247.3452528714315
29.0,-247.70016768775395
29.5,-247.99111529880886
30.0,-250.68730486276223
30.5,-255.34321698808967
31.0,-249.6000499603285
31.5,-256.7103335607753
32.0,-258.92980936903024
32.5,-261.1492851772851
33.0,-262.037075500587
33.5,-258.4218966738622
34.0,-259.5647350806244
34.5,-262.81143509983565
35.0,-262.42875739090465
35.5,-265.53670066618344
36.0,-266.343325248734
36.5,-262.5632573503673
37.0,-266.07526326537084
37.5,-275.3670156950172
38.0,-268.71592704410614
38.5,-275.7301843442774
39.0,-282.9020148187142
39.5,-269.43626155503586
40.0,-273.06737085652054
40.5,-284.3449348859186
41.0,-279.40107654333184
41.5,-280.0882081353978
42.0,-290.0423306582975
42.5,-286.15477534462696
43.0,-280.9486702191558
43.5,-290.24454956527205
44.0,-291.3175478471764
44.5,-286.89142993432006
45.0,-300.83159100480486
45.5,-300.84596306355706
46.0,-299.23559985402875
46.5,-302.75398373084727
47.0,-303.41766693388524
47.5,-302.74002724969773
48.0,-299.07408735040667
48.5,-312.1003240101503
49.0,-310.4788210121119
49.5,-295.2484357837699
50.0,-309.30002359891586
50.5,-329.63215779922257
51.0,-322.96161780775145
51.5,-321.79002722965663
52.0,-325.9015877302642
52.5,-330.0131482308718
53.0,-329.2555405969939
53.5,-318.6733764223782
54.0,-322.6532245952603
54.5,-328.4271559094253
55.0,-325.52762191582406
55.5,-325.003315937166
56.0,-330.1064357380287
56.5,-330.1064357380287
57.0,-332.26068613477537
57.5,-341.37291769802687
58.0,-338.55258298320535
58.5,-344.2300137149325
59.0,-348.9814509697144
59.5,-345.3409478828394
60.0,-342.87098837622466
60.5,-348.8643966116885
61.0,-349.2862800270739
61.5,-352.25221985840136
62.0,-355.6107795156075
62.5,-353.82795160105843
63.0,-357.15949871410464
63.5,-360.1173722996068
64.0,-360.1173722996068
64.5,-356.8308460934936
65.0,-359.5321005094769
65.5,-354.1155659334265
66.0,-346.7214014416745
66.5,-345.0128580235649
67.0,-337.5513930478591
67.5,-325.725901493441
68.0,-231.73575408929221
68.5,-89.7589475078621
69.0,-32.62178899644178
69.5,5.510919175862
70.0,5.510919175862
70.5,-5.976165228109135
71.0,-12.540213458948983
71.5,-12.540213458948983
72.0,-12.540213458948983
72.5,0.8516304825142615
73.0,1.1348870219682836
73.5,-9.643118097806564
74.0,-6.058891144598475
74.5,9.30149195251316
75.0,5.961128245193007
75.5,-2.784182926554422
76.0,-2.784182926554422
76.5,-2.784182926554422
77.0,-3.2375088279036293
77.5,-0.6175517804009871
78.0,0.3852889215331743
78.5,0.3852889215331743
79.0,3.104551700289651
79.5,4.12427524232362
80.0,3.077539156129692
80.5,0.2862429262800106
81.0,3.7753632135926534
81.5,2.0938323396421765
82.0,3.7033297624993633
82.5,6.6664557871436045
83.0,-2.090860959785914
83.5,10.47222311988343
84.0,-6.6964997390369625
84.5,19.030697527859957
85.0,12.255051034433965
85.5,-11.142314298677894
86.0,-3.7457544638001847
86.5,-3.9441639094183674
87.0,-5.4584247983784735
87.5,-3.610155779823022
88.0,-1.7618867612675704
88.5,3.090482666873438
89.0,5.8508270232068265
89.5,-4.987956320928367
90.0,0.9435481675016653
90.5,11.422164256172518
91.0,9.27466699546585
91.5,9.27466699546585
92.0,0.9713110601114749
92.5,4.244545379416131
93.0,4.7185512138398735
93.5,3.591903017839922
94.0,6.039914832324798
94.5,8.396586152936575
95.0,9.249905496652445
95.5,9.249905496652445
96.0,7.870014699154243
96.5,9.666348885783064
97.0,10.859402919509193
97.5,8.71190565880229
98.0,8.531822031070078
98.5,8.423771854430768
99.0,8.383253038191015
99.5,9.292675358238935
100.0,9.367522616015139
100.5,8.511187448725801
101.0,7.064140465052297
101.5,7.99659271056985
102.0,4.903136932265471
102.5,4.248082736389279
103.0,6.930578441150979
103.5,5.166321650711579
104.0,4.248082736389279
104.5,6.154718145004608
105.0,6.154718145004608
105.5,4.939153657811878
106.0,4.669028216213519
106.5,1.3014643776205048
107.0,1.3014643776205048
107.5,1.5511428239865195
108.0,1.3757488740600121
108.5,0.9919456424556756
109.0,1.1281338859280368
109.5,1.1281338859280368
110.0,2.2836704972100534
110.5,5.717264999305068
111.0,3.2080997862358345
111.5,1.1866610649411276
112.0,5.18451760059707
112.5,6.625186622455203
113.0,5.141747739010149
