,holder1
157.0,-162.1952241333724
157.5,-160.3419103614059
158.0,-165.0104846168083
158.5,-166.20832212189603
159.0,-160.20623798249193
159.5,-161.32608614567397
160.0,-160.57365259388814
160.5,-150.6069833791369
161.0,-146.38791474139435
161.5,-149.30395279342667
162.0,-141.79779879567917
162.5,-139.3317786184195
163.0,-146.12261966793528
163.5,-123.56718858380452
164.0,-112.62650214840099
164.5,-113.42562324646235
165.0,-112.22103260533486
165.5,-108.08670644553838
166.0,-108.9029917643685
166.5,-110.08600988759065
167.0,-111.05509933910263
167.5,-114.90849936857063
168.0,-115.30468334958145
168.5,-113.51847886701182
169.0,-118.09403155941948
169.5,-114.2375074830446
170.0,-111.75047033432828
170.5,-113.27030111754391
171.0,-111.84084042564103
171.5,-108.05181524266527
172.0,-113.65513607826557
172.5,-114.28439704621098
173.0,-112.71213566513003
173.5,-113.31926135383361
174.0,-114.54344041841037
174.5,-112.06542909574749
175.0,-115.96030030679432
175.5,-112.99792463059885
176.0,-109.50824158194953
176.5,-111.91564078663926
177.0,-105.8823702898286
177.5,-104.99981982360657
178.0,-110.08429274402533
178.5,-108.01467299444585
179.0,-104.52114440999578
179.5,-105.9832452594253
180.0,-104.13830797350873
180.5,-97.35850570405843
181.0,-105.90176391127673
181.5,-103.6762051597733
182.0,-97.63022563610977
182.5,-105.54074529891794
183.0,-106.82077481871477
183.5,-98.63617595517384
184.0,-103.66851408817305
184.5,-103.84112236948356
185.0,-94.54485053340946
185.5,-96.31599032788966
186.0,-99.71000394930621
186.5,-95.20678773332621
187.0,-99.14386604462251
187.5,-106.06583048558099
188.0,-98.03691449540624
188.5,-104.90041669135128
189.0,-113.09506589517343
189.5,-102.00133362830863
190.0,-100.05779045536403
190.5,-98.8653857616419
191.0,-98.89006068178794
191.5,-98.32181242209194
192.0,-105.68296518953804
192.5,-99.96821760927841
193.0,-103.4281212038621
193.5,-109.6155414101409
194.0,-105.70328231676888
194.5,-105.43551033674537
195.0,-107.41606879346175
195.5,-102.68963763982575
196.0,-100.45941446262822
196.5,-107.7766610234817
197.0,-103.50808021044617
197.5,-104.7951622841726
198.0,-111.24604858956604
198.5,-105.94521197242219
199.0,-107.49329265324852
199.5,-114.3173748605393
200.0,-112.3705539635532
200.5,-109.84045835769331
201.0,-111.55556732473083
201.5,-110.74237719325214
202.0,-110.17004891386588
202.5,-111.60621584503085
203.0,-109.0619718419758
203.5,-109.35036538234918
204.0,-113.32488896720037
204.5,-111.05949320646234
205.0,-106.39898519688538
205.5,-110.788476726081
206.0,-110.07484845441368
206.5,-110.55901079105621
207.0,-115.13960669082758
207.5,-112.71935776895054
208.0,-116.04921659798713
208.5,-118.13677977633947
209.0,-120.22115397378404
209.5,-120.14935500658113
210.0,-120.11685553938835
210.5,-126.59869371829859
211.0,-123.11351276034308
211.5,-119.75936140027382
212.0,-121.15271157307366
212.5,-117.87490816767857
213.0,-115.46694620165268
213.5,-115.4526462917904
214.0,-114.55266104646506
214.5,-114.37660332675664
215.0,-113.87583231579355
215.5,-112.91463595277271
216.0,-113.71291290882972
216.5,-116.87366195619893
217.0,-120.79779675675195
217.5,-122.17121579887853
218.0,-125.51861402290822
218.5,-124.58683997694996
219.0,-122.27828114317899
219.5,-120.36137534016922
220.0,-117.20118905413676
220.5,-116.8121099350015
221.0,-118.711640481741
221.5,-118.41337697330923
222.0,-115.23677681495701
222.5,-120.41624457049379
223.0,-121.90587382864157
223.5,-120.22321743201857
224.0,-124.26080491804252
224.5,-120.62596696195686
225.0,-111.85608187850875
225.5,-117.99732318818118
226.0,-123.51368296748866
226.5,-115.74201744961296
227.0,-123.69545487923016
227.5,-129.3525194224821
228.0,-123.21489998705408
228.5,-128.15252466560406
229.0,-128.14633429090046
229.5,-119.23679060240323
230.0,-116.60588135350297
230.5,-124.823964516576
231.0,-116.256312769879
231.5,-119.66136517136044
232.0,-130.3140909597272
232.5,-127.91464977752987
233.0,-126.16166264360174
233.5,-130.61573103617934
234.0,-119.57604189485667
234.5,-118.59289783970536
235.0,-129.7265681242518
235.5,-120.14499360622239
236.0,-120.98228868162136
236.5,-129.5889729774367
237.0,-129.09496231740243
237.5,-131.50156427686508
238.0,-138.27969629952761
238.5,-132.2893832514155
239.0,-129.77158903118436
239.5,-138.14838532097326
240.0,-134.62821936658727
240.5,-129.22796157996686
241.0,-136.97372203913355
241.5,-137.66910024924812
242.0,-138.99719535910623
242.5,-143.2750473044191
243.0,-140.08794226778272
243.5,-135.78211459063758
244.0,-139.67129686176185
244.5,-135.90681312348684
245.0,-132.00237496971698
245.5,-132.60846892930363
246.0,-130.33983729087976
246.5,-127.72482604973968
247.0,-133.8805909308312
247.5,-135.58941572960862
248.0,-132.6001681995877
248.5,-136.47510827996115
249.0,-136.64009114515932
249.5,-132.85871013700663
250.0,-133.90929175900078
250.5,-135.08743261730535
251.0,-132.00436627906237
251.5,-135.19266898726153
252.0,-138.55699694816857
252.5,-135.41223970211604
253.0,-138.91908697153312
253.5,-137.96061062163932
254.0,-136.65922503060563
254.5,-138.05102760972983
255.0,-137.76364415380726
255.5,-133.88720337653683
256.0,-135.95521059843983
256.5,-138.17097513821759
257.0,-135.67235809276653
257.5,-140.9424015639496
258.0,-141.79879445035056
258.5,-137.29514534103495
259.0,-142.0880429550623
259.5,-142.45172746888088
260.0,-137.7340053900761
260.5,-140.2793749158047
261.0,-145.73403296496917
261.5,-138.88503991066545
262.0,-143.5709190771696
262.5,-150.64278365801516
263.0,-142.70600179949622
263.5,-135.0666104478487
264.0,-137.1855367483871
264.5,-135.9580244051233
265.0,-138.27262931581905
265.5,-143.9025694841319
266.0,-138.90670622212662
266.5,-137.15445500686917
267.0,-144.85753218311615
267.5,-146.01119292327576
268.0,-148.3016315634955
268.5,-150.88958336369782
269.0,-138.022232988003
269.5,-131.68714204251836
270.0,-145.74838337905385
270.5,-145.77345872553627
271.0,-137.13687953743107
271.5,-149.05798279997043
272.0,-152.01111981088917
272.5,-153.25124738744947
273.0,-156.0694262934584
273.5,-153.95705471951482
274.0,-147.79275462481775
274.5,-146.21378700447482
275.0,-147.27694417787654
275.5,-145.68103960576673
276.0,-146.28356941022082
276.5,-144.50455095702728
277.0,-144.73785160551904
277.5,-148.60187195149433
278.0,-149.85644734313996
278.5,-149.8728612154592
279.0,-150.15086531577072
279.5,-146.94955055538375
280.0,-143.61270410641706
280.5,-146.2569588384442
281.0,-146.9707010022866
281.5,-145.14807782178784
282.0,-146.6228675994509
282.5,-148.1148885932791
283.0,-149.697193099753
283.5,-151.66690106740788
284.0,-149.17495057932956
284.5,-149.61033305190585
285.0,-149.6747692249537
285.5,-147.50870084013692
286.0,-147.62997590818782
286.5,-150.0266826474803
287.0,-151.77293107514657
287.5,-152.2638934446071
288.0,-157.9653223398993
288.5,-160.4088789604688
289.0,-156.04747860132863
289.5,-156.64197101951316
290.0,-161.5946170968182
290.5,-162.74761037585753
291.0,-163.73866530503958
291.5,-164.3463498959535
292.0,-162.47515100158384
292.5,-163.8362830878599
293.0,-165.47011993852794
293.5,-164.39763752118176
294.0,-160.7001079521915
294.5,-154.37420156031615
295.0,-147.74449784019885
295.5,-148.31738888092195
296.0,-151.55270380539906
296.5,-149.26421318519084
297.0,-149.8677963634289
297.5,-154.99112700389068
298.0,-157.35344863837295
298.5,-159.38854620025265
299.0,-160.04683583388214
299.5,-161.4691213187421
300.0,-160.5286533316218
300.5,-160.69602793250124
301.0,-161.03471646361623
301.5,-160.0273267742109
302.0,-159.80914131803092
302.5,-160.94950501788978
303.0,-165.37979313654864
303.5,-172.13639232319568
304.0,-176.86908529653272
304.5,-179.7719886432659
305.0,-179.737479829506
305.5,-180.29799012082213
306.0,-181.38674572015321
306.5,-183.18439301656753
307.0,-184.7010348188751
307.5,-187.1508756077043
308.0,-185.61824200408014
308.5,-186.10005950182023
309.0,-187.96383847018132
309.5,-190.42043455951784
310.0,-193.5399375298432
310.5,-194.25408166606823
311.0,-195.9472573707534
311.5,-198.262082335562
312.0,-198.802802186539
312.5,-198.8394754669785
313.0,-200.55191131766645
313.5,-202.22622008779607
314.0,-204.4421397476856
314.5,-205.77822895448026
315.0,-205.7362743753433
315.5,-203.31661707435927
316.0,-202.82212301676657
316.5,-201.1730591430089
317.0,-202.28970750294928
317.5,-202.09279875422874
318.0,-205.08875252351172
318.5,-207.30415631884256
319.0,-213.8664224721168
319.5,-213.1713184277817
320.0,-214.66324562805443
320.5,-220.84250579495094
321.0,-218.08783594876297
321.5,-215.67846707939447
322.0,-222.09198026012166
322.5,-224.4224182445787
323.0,-223.73547423962506
323.5,-224.61502331205142
324.0,-223.95363805113774
324.5,-225.62335093701773
325.0,-226.68565675352556
325.5,-229.02772874638427
326.0,-232.82350706539933
326.5,-235.5178207582311
327.0,-236.4685122429674
327.5,-241.06201557903677
328.0,-244.45728459112715
328.5,-244.91147627914785
329.0,-242.71516307992977
329.5,-240.96281807111674
330.0,-237.53231154148432
330.5,-240.05958612577209
331.0,-244.59552907794466
331.5,-250.49501028185296
332.0,-252.58742186556722
332.5,-256.7530570358828
333.0,-256.69424847620166
333.5,-254.72115672563768
334.0,-255.54223850262946
334.5,-254.35650180925722
335.0,-251.22899175519603
335.5,-249.43462723324527
336.0,-249.4317196330064
336.5,-245.3186846104466
337.0,-244.23496500359
337.5,-250.9737578443527
338.0,-250.8440630009181
338.5,-249.0082922313893
339.0,-243.51390900376697
339.5,-240.26471263298606
340.0,-240.0859890118173
340.5,-241.33728523644345
341.0,-242.56809478394877
341.5,-242.23348627252423
342.0,-244.01668936129764
342.5,-247.36732346301278
343.0,-250.8940766109917
343.5,-254.34945647021578
344.0,-256.4260277652817
344.5,-254.0598111466126
345.0,-252.23427108958828
345.5,-253.44387968596828
346.0,-252.21035373278045
346.5,-249.14940102911288
347.0,-254.38608285387704
347.5,-259.9115333932382
348.0,-258.10537252788447
348.5,-260.4103852437455
349.0,-259.5404139363762
349.5,-256.5465236253273
350.0,-254.38911310722838
350.5,-252.417543698229
351.0,-248.16644456107468
351.5,-249.59552647130812
352.0,-251.53509063300748
352.5,-250.077582060383
353.0,-252.06103439145292
353.5,-254.56560372027263
354.0,-253.35848065312996
354.5,-252.62646884446525
355.0,-251.80300831859284
355.5,-249.84853819636135
356.0,-249.52101109842317
356.5,-249.59885974999514
357.0,-249.23378637005695
357.5,-252.28116786764417
358.0,-258.3570675357076
358.5,-261.7546922090335
359.0,-262.3392857996039
359.5,-260.14050510837063
360.0,-258.8633434189387
360.5,-260.66309763889427
361.0,-263.69599371598713
361.5,-263.49263990698375
362.0,-261.08842968320255
362.5,-261.8997908403363
363.0,-260.4888399459876
363.5,-258.97005532166764
364.0,-261.63501163143684
364.5,-261.733232243396
365.0,-259.072946852721
365.5,-259.21537236767495
366.0,-262.8094945410528
366.5,-258.33028947543744
367.0,-261.97136975342687
367.5,-264.63024391182626
368.0,-260.3652488985898
368.5,-259.48941910140707
369.0,-262.37192595713026
369.5,-257.58763209815464
370.0,-258.600039742812
370.5,-260.130750578536
371.0,-257.40379672817784
371.5,-256.6399420072131
372.0,-262.5542822748757
372.5,-268.469748065212
373.0,-264.77765852247705
373.5,-269.87214931617683
374.0,-270.70517678477245
374.5,-260.8408615918494
375.0,-264.18994809988806
375.5,-269.0326500922094
376.0,-263.20736680607365
376.5,-264.9680305818253
377.0,-270.4965979532051
377.5,-266.5557404830858
378.0,-267.86946930610435
378.5,-275.52776005930826
379.0,-269.67701182268905
379.5,-268.2703898616984
380.0,-275.48287984270996
380.5,-272.8805307316447
381.0,-268.9554110987526
381.5,-277.2883913680596
382.0,-272.7095919756329
382.5,-275.0174762172893
383.0,-280.21129438691025
383.5,-276.2715104922644
384.0,-272.63024262716334
384.5,-275.2428837772895
385.0,-272.5915527852678
385.5,-270.0131210310111
386.0,-271.34996058625455
386.5,-271.37247103972106
387.0,-273.71243267756677
387.5,-277.4614549088611
388.0,-274.57439545822285
388.5,-275.7212092687864
389.0,-278.67092281490693
389.5,-276.8778714027416
390.0,-272.4540983287881
390.5,-273.0799827287136
391.0,-271.85194369855793
391.5,-270.7389893617501
392.0,-278.01568103191937
392.5,-284.6412578355678
393.0,-281.46897218079664
393.5,-286.232184134314
394.0,-287.5584250177176
394.5,-280.64302612568736
395.0,-276.2562004979523
395.5,-272.2798299015344
396.0,-271.4900881590837
396.5,-272.2599456676391
397.0,-274.0028175272855
397.5,-270.4408196468751
398.0,-272.82383252697537
398.5,-276.893534926612
399.0,-277.49475162128067
399.5,-276.5926451986095
400.0,-274.3370977612632
400.5,-273.8981439186658
401.0,-277.0541094946733
401.5,-281.20053502320826
402.0,-279.3704351563793
402.5,-280.4244871399495
403.0,-285.12748363044443
403.5,-285.12748363044443
404.0,-284.2842326642327
404.5,-277.82828150680984
405.0,-272.25319253159864
405.5,-271.5354842402409
406.0,-274.3299225542203
406.5,-271.549178099433
407.0,-270.16220588844845
407.5,-274.93302594234456
408.0,-283.86689823631855
408.5,-286.5017468145761
409.0,-287.24459177897165
409.5,-281.23947810770574
410.0,-279.31622969583634
410.5,-284.80220757785355
411.0,-283.26521257386963
411.5,-281.0727881997857
412.0,-282.38289659153776
412.5,-283.241857978398
413.0,-285.88145395357225
413.5,-290.6802497393012
414.0,-289.5648567700343
414.5,-284.61677771742245
415.0,-289.01053685342134
415.5,-289.72411822830986
416.0,-285.39700302137214
416.5,-288.2652532565659
417.0,-289.00447634671815
417.5,-284.39664424123123
418.0,-292.63331295819046
418.5,-291.63806953430174
419.0,-284.59017642193163
419.5,-284.80605311365366
420.0,-289.36634270852585
420.5,-282.7565701190822
421.0,-286.8810479554878
421.5,-293.17326442349747
422.0,-289.0071602854009
422.5,-295.4191691617857
423.0,-298.6349605968143
423.5,-295.10074003879026
424.0,-293.40710979610213
424.5,-294.53375799210244
425.0,-288.19303221836185
425.5,-288.79734410038213
426.0,-288.97460670654164
426.5,-284.97159874018877
427.0,-288.3133693508514
427.5,-294.2871747330877
428.0,-291.92868886791007
428.5,-293.97093172143957
429.0,-298.33977784595663
429.5,-290.35159711868897
430.0,-291.1054159291498
430.5,-298.6579977371731
431.0,-291.50150611660484
431.5,-292.25256523204894
432.0,-298.10476005389984
432.5,-295.75298042798414
433.0,-294.03440109937003
433.5,-299.5448663144208
434.0,-293.95369174433677
434.5,-288.7630517332901
435.0,-293.49790195841797
435.5,-296.85110095314803
436.0,-297.68297043207
436.5,-299.4309634198801
437.0,-297.33809152625213
437.5,-298.7099882268142
438.0,-307.5954486160566
438.5,-305.0187051458104
439.0,-295.40080726945524
439.5,-292.715757494012
440.0,-291.14865475851684
440.5,-299.35746678931105
441.0,-307.73965620857666
441.5,-304.7052579036223
442.0,-301.5708071264082
442.5,-305.03366521800984
443.0,-304.39605662357025
443.5,-301.42472366276616
444.0,-301.886234855608
444.5,-299.7417029142522
445.0,-298.0406052615198
445.5,-301.6501095780998
446.0,-303.0791950957784
446.5,-308.2642904646809
447.0,-316.17913906084755
447.5,-322.9748718050589
448.0,-324.9377833473402
448.5,-323.6699946081061
449.0,-323.07593436176893
449.5,-315.68936354061634
450.0,-317.7461155357862
450.5,-324.00406849626035
451.0,-317.6787248657214
451.5,-317.02124646716345
452.0,-327.90620870790497
452.5,-338.6277501069014
453.0,-340.4705157112493
453.5,-345.8117268468543
454.0,-340.6314546312018
454.5,-338.8728795657961
455.0,-343.8987423359794
455.5,-340.20177552832627
456.0,-338.61611321254355
456.5,-345.51937233245746
457.0,-348.2648035133695
457.5,-350.26879663322745
458.0,-354.51820748637164
458.5,-351.6466708692691
459.0,-345.0745094958249
459.5,-352.73378508136835
460.0,-351.6102032131647
460.5,-348.89762863644717
461.0,-357.4372505396444
461.5,-358.90746453167674
462.0,-360.609982074551
462.5,-363.85076011292676
463.0,-367.5424182053042
463.5,-364.9554606167968
464.0,-360.7038925118618
464.5,-361.23710887835034
465.0,-359.95797111882604
465.5,-362.00349602532947
466.0,-369.2111700679782
466.5,-373.2059097716157
467.0,-376.72430086332344
467.5,-381.7216778090266
468.0,-382.0715652907418
468.5,-379.54711172802655
469.0,-383.2509254652756
469.5,-383.0870681227507
470.0,-384.08906468267946
470.5,-385.0081477390065
471.0,-383.34603213117146
471.5,-385.42192883412145
472.0,-387.5663669819216
472.5,-385.5705555461122
473.0,-386.93027351415776
473.5,-388.99352973169965
474.0,-385.3699383444805
474.5,-385.6939662212867
475.0,-386.4864279768649
475.5,-385.52143297482144
476.0,-389.8542169199927
476.5,-388.411409405055
477.0,-389.7453788774818
477.5,-392.6676253414396
478.0,-393.5299488665423
478.5,-388.9298078326558
479.0,-388.18393261490905
479.5,-390.30255589011244
480.0,-387.48382865254456
480.5,-386.25072477035906
481.0,-387.43149184823443
481.5,-389.0474422677522
482.0,-388.22817431383794
482.5,-389.06331213744613
483.0,-390.05827418066656
483.5,-387.0427175581566
484.0,-390.04139134056663
484.5,-392.98740364866524
485.0,-388.6074754547487
485.5,-391.2995381022333
486.0,-396.92461904285096
486.5,-396.3111153923318
487.0,-398.06355419470134
487.5,-400.05629208782614
488.0,-389.6261672676651
488.5,-393.99891664709475
489.0,-402.6620646636892
489.5,-394.948670196271
490.0,-390.7380898753561
490.5,-398.51164208668604
491.0,-397.9577550634091
491.5,-401.73013189017524
492.0,-405.0367299172961
492.5,-401.6721205757202
493.0,-398.91895142642977
493.5,-401.04224994966035
494.0,-398.25489304916704
494.5,-398.07480942143485
495.0,-401.2465323148692
495.5,-395.7511678623525
496.0,-395.78527264233196
496.5,-402.9597185140058
497.0,-400.98415566398336
497.5,-396.83608514077196
498.0,-402.4986762889448
498.5,-398.76728724619875
499.0,-393.31905405562793
499.5,-396.0578727908337
500.0,-398.0574576135543
500.5,-397.1735471407683
501.0,-401.79747566346236
501.5,-399.9835082882844
502.0,-394.8291772057852
502.5,-402.33603826264914
503.0,-403.2790963948958
503.5,-398.4678765704266
504.0,-398.4306477435399
504.5,-399.41024207333646
505.0,-401.5003376777039
505.5,-408.78640870348295
506.0,-409.06497556513114
506.5,-402.86315804799017
507.0,-408.03212092524234
507.5,-412.4325394037248
508.0,-407.06070106460584
508.5,-403.029360229418
509.0,-400.3664673778841
509.5,-397.1034833543539
510.0,-401.9811955952158
510.5,-405.18642443284847
511.0,-401.38891093304494
511.5,-402.86634702889774
512.0,-404.46552716058284
512.5,-404.02207122729186
513.0,-408.1168165064104
513.5,-409.0680707524834
514.0,-400.1838513241366
514.5,-402.3211178723386
515.0,-409.1367276355564
515.5,-401.925503867553
516.0,-405.5149832599045
516.5,-410.8922616252771
517.0,-408.41447035672763
517.5,-406.92929629249454
518.0,-406.7616403109469
518.5,-403.3364403321244
519.0,-401.9831869045612
519.5,-406.84409422612407
520.0,-405.2743491921625
520.5,-403.6702703570327
521.0,-408.0238670923047
521.5,-404.82623553271713
522.0,-411.1697029642521
522.5,-420.0379305912827
523.0,-409.2187032035974
523.5,-405.82121922060446
524.0,-409.06239624233774
524.5,-410.87143945582045
525.0,-410.2287660093511
525.5,-410.83148340091765
526.0,-412.3372631879387
526.5,-413.369630822825
527.0,-413.6981896498801
527.5,-413.4644272484975
528.0,-411.12637034132956
528.5,-412.4349599989614
529.0,-412.7730100124058
529.5,-412.5736049121145
530.0,-415.4436408323196
530.5,-413.6199658240844
531.0,-411.9744516756808
531.5,-416.34616932599323
532.0,-418.0307015937385
532.5,-411.6711233152206
533.0,-419.0372651783608
533.5,-418.6162908389818
534.0,-411.71850781976605
534.5,-413.04332304111637
535.0,-415.9301011110872
535.5,-412.97419719026334
536.0,-416.04410717853824
536.5,-418.4372028659213
537.0,-416.3910026458141
537.5,-414.1874168385534
538.0,-420.980368243081
538.5,-417.01079046459336
539.0,-419.4867671885762
539.5,-425.9616033177778
540.0,-416.84722893251336
540.5,-416.4410884047775
541.0,-419.1952423864069
541.5,-416.3451375968755
542.0,-416.1666268149306
542.5,-417.07408235625564
543.0,-414.50679111199827
543.5,-415.14959803391275
544.0,-418.1108950842128
544.5,-418.30751884482135
545.0,-420.30669602631644
545.5,-424.1689270798368
546.0,-425.2147108006917
546.5,-427.0032276551635
547.0,-427.15015526081055
547.5,-424.9705264922468
548.0,-420.8498076129753
548.5,-424.000098678838
