,force
0.0,12.875236537890487
0.5,-24.397572311990096
1.0,-32.424485918804805
1.5,-26.084390525010484
2.0,-19.744295131216163
2.5,9.426635066816544
3.0,-9.892961620832224
3.5,-8.419652441447397
4.0,25.350529849042506
4.5,-0.6792079124489749
5.0,-13.644328691028932
5.5,21.727472363603503
6.0,-7.028506417217342
6.5,-25.80222460830176
7.0,5.856477147027139
7.5,-13.124337215952437
8.0,-28.476466480126664
8.5,24.42760125691199
9.0,35.08630097331646
9.5,-18.027113980961985
10.0,16.478034615209204
10.5,16.697511536508785
11.0,-29.367880437400345
11.5,-2.4678885448945227
12.0,-7.870772551087956
12.5,-46.80822943481978
13.0,-26.648617658643882
13.5,5.9877304064697086
14.0,-14.71807732138059
14.5,29.217825754592013
15.0,31.132714996144692
15.5,-13.151349760112332
16.0,4.658545848381195
16.5,25.72420337658687
17.0,-18.571866954852794
17.5,-15.258328204578742
18.0,7.617544956559078
18.5,-13.11983512525801
19.0,-4.295737366379971
19.5,-4.366385558797038
20.0,10.876308270063431
20.5,26.257874281078337
21.0,24.828287328618664
21.5,-24.77874932402392
22.0,-19.31058500277873
22.5,-0.7390857186675888
23.0,-21.790861800566745
23.5,-12.343397637998383
24.0,6.860443371634391
24.5,-32.48782928786204
25.0,17.408841866049137
25.5,37.73578134632916
26.0,-37.66298253981738
26.5,-31.956582586054544
27.0,20.54717425350875
27.5,8.719806827971667
28.0,-37.04394506948756
28.5,-10.148455267675967
29.0,6.646767221036807
29.5,10.322551114786254
30.0,10.768258093423391
30.5,-5.535890195049691
31.0,-0.23485156101717308
31.5,-8.65075976370354
32.0,-3.847028993945969
32.5,14.140324022710491
33.0,25.705819839588884
33.5,-24.70033791111563
34.0,-18.002352482149035
34.5,32.44177290006504
35.0,13.139359191897864
35.5,-14.015751173225652
36.0,-4.426297996484523
36.5,-11.093894313271448
37.0,-8.860857329392497
37.5,14.938694772322378
38.0,-20.268029623553268
38.5,1.6458968261127698
39.0,20.67510866404382
39.5,4.321264220609095
40.0,-7.015000145133175
40.5,22.961420387793726
41.0,-7.330146493667296
41.5,-38.5296349982782
42.0,25.732168613966365
42.5,-5.452774674555478
43.0,-35.90941821477432
43.5,13.555052232581673
44.0,19.160155145744785
44.5,-17.779498992829545
45.0,2.4754070363533174
45.5,8.236582426887859
46.0,-9.3876019405082
46.5,9.317834541728061
47.0,-3.2602565069178695
47.5,-33.28019724988326
48.0,19.597983465667888
48.5,29.825607998183955
49.0,-25.619370463219898
49.5,12.105379029336852
50.0,23.81981901331801
50.5,-27.486006527599315
51.0,-4.160674645582574
51.5,33.97203352672341
52.0,-34.90995408086133
52.5,-29.06661553517316
53.0,25.04438768189503
53.5,-7.775853472304334
54.0,-13.421475201708624
54.5,8.035489042587002
55.0,12.170486187054248
55.5,-6.186615457567696
56.0,1.839226989922687
56.5,-21.871899433044295
57.0,-11.911023774104866
57.5,8.088013434008644
58.0,-11.980806179853122
58.5,2.4506455375384597
59.0,24.8823124169382
59.5,2.3763610411006084
60.0,-6.67734334313783
60.5,19.238941732878803
61.0,4.591389662208627
61.5,-24.1499573238586
62.0,-13.326238667814376
62.5,0.8276418426022696
63.0,-5.741283653154959
63.5,16.069469884791488
64.0,-5.2419267604221504
64.5,5.075364411737787
65.0,19.214180234064557
65.5,-11.341509301402766
66.0,-21.592769810061302
66.5,4.285247495062196
67.0,-12.237425349372362
67.5,-37.06870656830066
68.0,9.719270961884472
68.5,-3.479733428215795
69.0,-23.722258707995024
69.5,22.003975767017742
70.0,21.042029055547015
70.5,-8.68790201192494
71.0,-2.1887589219115746
71.5,-7.03751059860217
72.0,-29.101218142487923
72.5,-2.278800735775034
73.0,35.606292448393106
73.5,22.210321590459394
74.0,-14.938679765354717
74.5,17.596428978271128
75.0,17.753251804088148
75.5,-25.104775725064385
76.0,-4.282231094302297
76.5,11.538115601981321
77.0,-20.525774315746897
77.5,3.1563482537161693
78.0,18.90053458243195
78.5,-12.984772404460088
79.0,10.42384815538526
79.5,23.21316229239493
80.0,-16.318570562852273
80.5,1.552478444224267
81.0,11.141931620967625
81.5,-42.20259065557027
82.0,-8.5010116518322
82.5,11.14900633491515
83.0,30.7990243216625
83.5,36.59675240092065
84.0,-26.932249372323227
84.5,-3.764490664568801
85.0,27.95273826977349
85.5,-14.047265808077665
86.0,-31.101185354323206
86.5,28.465976608808667
87.0,-14.08590875319689
87.5,-23.763527872683426
88.0,32.313013106239545
88.5,4.497596106096662
89.0,-7.5822635724939005
89.5,22.82935906079092
90.0,-2.10772128943119
90.5,-13.036719604767445
91.0,27.353960207565677
91.5,-7.387288414006918
92.0,-26.666626021416562
92.5,-0.2753703772563618
93.0,-2.076581828800436
93.5,-27.733621515730498
94.0,14.991219163745363
94.5,5.545832889188205
95.0,-17.816641241050142
95.5,12.082868575867156
96.0,5.397263896309447
96.5,-28.580014566072983
97.0,-7.892907830329394
97.5,-12.7281532349413
98.0,-31.59641533058675
98.5,22.185560091647858
99.0,-0.7394608928909712
99.5,-22.01371528988496
100.0,23.242050707676906
100.5,15.896139393098576
101.0,-16.059700347987523
101.5,-0.07693207208322406
102.0,3.6819673421582975
102.5,-29.259830260761632
103.0,5.533452139784885
103.5,21.10595874339488
104.0,-5.77017206843675
104.5,-3.4302104305914973
105.0,27.76515115755435
105.5,-7.235602589107156
106.0,-15.996671078281603
106.5,-8.341241028538171
107.0,1.9036415183037372
107.5,5.0544123742807265
108.0,-19.143632472902485
108.5,-18.877258773550956
109.0,21.991970191834735
109.5,23.365107853295036
110.0,-29.86311041366389
110.5,7.324158713045435
111.0,8.851492980748727
111.5,-35.92742657754966
112.0,-19.84295722726286
112.5,9.052961539273104
113.0,-6.921581763249323
113.5,-7.23110049841398
114.0,17.83654048191415
114.5,-7.848233238064658
115.0,-2.1167254708167498
115.5,12.04572632764878
116.0,-6.4882555340191175
116.5,-18.91402584754355
117.0,2.7271489409556846
117.5,-27.436483529971497
118.0,-18.208698305592407
118.5,29.089891344060113
119.0,4.555372936659106
119.5,-10.206982446691153
120.0,34.16112133584461
120.5,7.261129443341673
121.0,-29.92613968336947
121.5,11.538115601979598
122.0,-12.331969253929856
122.5,-34.204626538909
123.0,-1.304848449126066
123.5,9.417630885431523
124.0,-18.69342340357247
124.5,28.15308130562471
125.0,14.670445201847361
125.5,-27.994742775943624
126.0,9.736240380651672
126.5,8.737815190741312
127.0,-45.16571668021152
127.5,-20.354694869402564
128.0,-5.32446508980057
128.5,-18.637897618354145
129.0,-10.886798141377916
129.5,1.850655373991291
130.0,-20.296167690391897
130.5,-54.8722242149795
131.0,-40.46103190570685
131.5,-33.95701155077673
132.0,-60.51371902791556
132.5,-42.6130312571088
133.0,-35.50165742912337
133.5,-37.53563768877773
134.0,-39.5696179484321
134.5,-61.35973690403383
135.0,-59.997854469307484
135.5,-37.45363532257693
136.0,-78.6680245744487
136.5,-82.79869278555806
137.0,-78.28759791086462
137.5,-103.65237687695117
138.0,-82.63811821749611
138.5,-82.8482157831842
139.0,-115.68233838369133
139.5,-109.42180610042125
140.0,-78.2966020922513
140.5,-109.09090243446519
141.0,-118.1761214535569
141.5,-109.1494296134789
142.0,-117.02358623607051
142.5,-119.15307513400421
143.0,-110.24601027520383
143.5,-129.31629475799278
144.0,-126.23486379457427
144.5,-120.40915843743643
145.0,-151.73020339076788
145.5,-133.06903746701232
146.0,-127.5674826397915
146.5,-162.1885600713152
147.0,-161.6303008253485
147.5,-129.30528964740915
148.0,-166.68164658323744
